Date,Close,Open,High,Low,Volume,Change_pct
2021-07-15,37866.90,37872.55,37889.44,37855.92,159.99,-0.0001
2021-07-14,37872.55,37857.24,37872.55,37805.95,197.23,0.0004
2021-07-13,37857.24,37857.89,37881.58,37846.94,197.27,0.0000
2021-07-12,37857.89,37994.19,37994.27,37852.03,187.24,-0.0036
2021-07-09,37994.19,38468.50,38472.14,37980.21,241.84,-0.0123
2021-07-08,38467.64,38501.31,38501.31,38425.98,220.16,-0.0003
2021-07-07,38478.26,38421.60,38497.97,38403.30,280.26,0.0017
2021-07-06,38413.33,38220.01,38416.78,38220.01,274.47,0.0049
2021-07-05,38224.74,38212.01,38243.00,38189.99,270.28,0.0001
2021-07-02,38219.88,37898.56,38219.88,37890.50,194.57,0.0085
2021-07-01,37898.59,37907.43,37911.82,37892.20,205.45,-0.0002
2021-06-30,37907.28,37640.75,37907.42,37640.75,213.70,0.0078
2021-06-29,37612.72,37585.25,37612.72,37555.30,215.99,-0.0012
2021-06-28,37656.68,37658.26,37671.53,37634.80,157.73,0.0001
2021-06-25,37653.12,37954.35,38036.47,37639.93,191.23,-0.0076
2021-06-24,37941.85,37804.46,37965.04,37800.89,149.40,0.0036
2021-06-23,37804.46,37847.07,37851.38,37804.46,208.36,-0.0011
2021-06-22,37847.07,38545.30,38545.30,37831.20,218.27,-0.0215
2021-06-21,38678.48,38648.91,38678.48,38623.99,209.21,0.0010
2021-06-18,38641.33,38615.11,38648.91,38607.39,220.61,0.0007
2021-06-17,38614.45,38570.72,38624.53,38570.72,157.74,0.0015
2021-06-16,38557.11,38507.29,38557.23,38455.41,296.46,0.0015
2021-06-15,38501.03,39156.28,39168.59,38491.86,284.62,-0.0168
2021-06-11,39157.29,39210.10,39262.71,39130.07,289.07,-0.0013
2021-06-10,39210.10,39170.95,39210.10,39159.50,158.36,0.0010
2021-06-09,39170.95,38881.70,39177.51,38881.70,181.49,0.0074
2021-06-08,38881.70,38686.40,38881.70,38661.48,218.51,0.0050
2021-06-07,38688.98,38726.10,38726.10,38669.01,210.65,-0.0010
2021-06-04,38726.10,38548.24,38726.10,38529.70,199.06,0.0045
2021-06-03,38551.06,38482.52,38551.06,38438.16,249.69,0.0018
2021-06-02,38482.52,38414.37,38488.30,38370.69,156.91,0.0018
2021-06-01,38414.37,38437.88,38457.39,38395.37,274.85,-0.0006
2021-05-31,38437.88,38256.24,38441.83,38256.24,201.86,0.0047
2021-05-28,38256.99,38044.58,38257.10,37563.79,228.66,0.0053
2021-05-27,38056.21,38233.68,38300.48,38056.21,214.17,-0.0046
2021-05-26,38233.68,38256.76,38271.94,38226.89,203.09,-0.0006
2021-05-25,38256.76,38287.58,38288.39,38246.33,250.20,-0.0022
2021-05-24,38341.66,38324.07,38382.35,38324.07,141.09,0.0005
2021-05-21,38324.07,38328.13,38331.63,38282.64,174.27,-0.0001
2021-05-20,38328.13,38445.09,38453.56,38284.56,156.99,-0.0031
2021-05-19,38446.09,39022.52,39105.55,38416.50,153.64,-0.0148
2021-05-18,39023.28,39306.47,39308.06,38850.57,204.65,-0.0072
2021-05-17,39307.19,39483.51,39483.51,39303.31,357.45,-0.0047
2021-05-14,39494.70,39382.96,39494.70,39377.01,219.55,0.0028
2021-05-11,39382.96,39312.86,39436.28,39280.91,295.87,0.0018
2021-05-10,39312.74,39198.75,39409.17,39198.75,324.19,0.0029
2021-05-07,39198.75,39114.73,39199.15,39109.37,238.93,0.0021
2021-05-06,39114.73,39433.81,39450.68,39037.63,402.51,-0.0087
2021-05-05,39456.64,39801.78,39805.18,39456.64,349.56,-0.0087
2021-05-04,39801.78,39834.42,39875.66,39783.59,426.51,-0.0010
2021-04-30,39840.28,39450.91,39840.28,39356.83,328.34,0.0096
2021-04-29,39460.65,38781.48,39468.34,38738.06,270.68,0.0039
2021-04-28,39306.65,39305.48,39338.82,39268.19,259.51,0.0000
2021-04-27,39308.23,39318.52,39327.41,39272.01,252.57,-0.0003
2021-04-26,39319.75,39301.82,39332.42,39256.36,329.74,0.0005
2021-04-23,39301.82,39131.80,39303.64,39125.90,286.97,0.0043
2021-04-22,39131.80,39128.34,39151.08,39099.93,228.11,0.0001
2021-04-21,39128.34,39015.58,39138.66,38975.68,239.25,0.0029
2021-04-20,39015.58,38848.02,39026.75,38841.84,339.01,0.0041
2021-04-19,38854.73,38816.45,38857.73,38806.28,508.63,0.0012
2021-04-16,38808.01,38571.98,38808.01,38540.66,262.46,0.0061
2021-04-15,38571.89,38646.59,38647.14,38570.87,319.43,-0.0017
2021-04-14,38636.15,38601.83,38636.15,38578.27,278.04,0.0009
2021-04-13,38601.83,38715.37,38751.16,38586.28,208.72,-0.0029
2021-04-12,38712.55,38866.39,38874.45,38712.55,194.02,-0.0040
2021-04-09,38866.39,38799.83,38895.88,38715.16,160.65,-0.0003
2021-04-08,38876.25,38774.03,38889.35,38749.95,145.32,0.0026
2021-04-07,38774.03,38766.61,38785.59,38596.16,356.46,0.0002
2021-04-06,38766.61,38917.02,38928.89,38740.85,224.59,-0.0042
2021-04-01,38930.68,39053.44,39053.44,38881.17,239.42,-0.0029
2021-03-31,39045.13,39267.11,39271.46,39014.82,347.17,-0.0057
2021-03-30,39267.11,39498.99,39572.26,39247.36,336.13,-0.0057
2021-03-29,39493.37,39216.20,39523.05,39205.53,522.14,0.0071
2021-03-26,39216.70,39291.89,39292.69,39156.01,250.91,-0.0019
2021-03-25,39293.14,39085.78,39293.14,39085.78,228.69,0.0053
2021-03-24,39085.78,38707.78,39110.55,38695.24,361.84,0.0098
2021-03-23,38704.97,38722.87,38952.06,38696.85,410.38,-0.0005
2021-03-22,38722.87,38392.58,38722.87,38379.19,277.24,0.0089
2021-03-19,38382.39,38923.84,39053.85,38309.63,290.62,-0.0137
2021-03-18,38914.84,38706.13,38930.82,38706.13,1470.00,0.0054
2021-03-17,38706.13,38720.81,38720.81,38643.06,177.40,-0.0004
2021-03-16,38720.81,38541.25,38846.27,38531.86,220.86,0.0041
2021-03-15,38561.84,38646.39,38653.42,38528.55,161.08,-0.0022
2021-03-12,38648.48,38697.17,38704.44,38486.13,292.88,-0.0015
2021-03-11,38707.87,38931.25,38937.07,38666.54,168.88,-0.0057
2021-03-10,38931.25,38686.85,38966.38,38677.30,368.21,0.0063
2021-03-09,38686.85,39396.57,39396.57,38683.85,471.84,-0.0180
2021-03-08,39396.57,39331.61,39412.27,39319.17,297.26,0.0017
2021-03-05,39331.61,39364.67,39373.19,39227.15,587.74,-0.0008
2021-03-04,39364.67,39525.06,39566.70,39327.13,493.07,-0.0040
2021-03-03,39522.06,39697.62,39722.41,39459.18,244.34,-0.0044
2021-03-02,39697.62,39931.63,39939.18,39668.22,222.57,-0.0059
2021-03-01,39931.63,39799.89,39984.05,39799.89,543.99,0.0033
2021-02-26,39799.89,40095.49,40095.49,39792.23,507.12,-0.0074
2021-02-25,40095.49,40221.30,40221.41,40088.05,326.04,-0.0031
2021-02-24,40221.30,40149.18,40304.02,40149.18,469.56,0.0014
2021-02-23,40164.86,40154.09,40229.25,40132.11,337.95,0.0003
2021-02-22,40154.09,40186.70,40235.62,40146.46,289.34,-0.0008
2021-02-19,40186.70,40212.19,40235.53,40128.24,307.79,-0.0006
2021-02-18,40212.19,40465.32,40473.43,40196.50,426.27,-0.0063
2021-02-17,40465.32,40494.35,40581.13,40237.64,244.20,-0.0007
2021-02-16,40494.35,40571.67,40641.60,40494.35,356.43,-0.0019
2021-02-15,40573.31,40439.85,40573.31,40361.30,206.24,0.0033
2021-02-12,40439.85,41014.30,41024.81,39918.38,395.42,-0.0140
2021-02-11,41014.30,40697.56,41016.74,40326.21,1270.00,0.0078
2021-02-10,40696.01,41510.16,41510.16,40659.98,366.81,-0.0196
2021-02-09,41510.16,41564.31,41573.18,41510.16,305.91,-0.0014
2021-02-08,41566.86,41709.09,41737.05,41536.70,340.49,-0.0034
2021-02-05,41709.09,41785.80,41785.80,41522.14,482.32,-0.0018
2021-02-04,41785.80,42000.01,42033.76,41758.03,629.53,-0.0051
2021-02-03,42000.01,42043.79,42043.79,41953.90,504.94,-0.0010
2021-02-02,42043.79,42357.90,42374.14,42023.46,563.22,-0.0074
2021-02-01,42357.90,42412.66,42472.56,42338.85,586.93,-0.0013
2021-01-29,42412.66,42170.25,42444.22,42126.97,669.87,0.0058
2021-01-28,42169.41,41928.57,42192.82,41924.82,555.52,0.0057
2021-01-27,41930.73,41584.94,41936.48,41584.94,543.74,0.0083
2021-01-26,41584.94,41088.96,41589.56,41087.40,468.03,0.0121
2021-01-25,41088.96,41001.99,41092.23,40973.85,332.68,0.0021
2021-01-22,41001.99,41100.62,41100.62,40997.06,591.46,-0.0024
2021-01-21,41099.15,41147.72,41157.70,40997.39,1120.00,-0.0012
2021-01-20,41147.72,41051.63,41147.72,41050.20,649.65,0.0023
2021-01-19,41051.63,41080.94,41109.33,41034.75,912.86,-0.0007
2021-01-18,41082.38,41176.14,41234.99,40830.65,1010.00,-0.0023
2021-01-15,41176.14,40963.14,41202.65,40963.14,666.73,0.0052
2021-01-14,40963.14,40345.72,40963.14,40345.72,809.36,0.0154
2021-01-13,40341.05,40295.95,40553.56,40295.95,468.33,0.0011
2021-01-12,40295.95,40150.78,40295.95,39724.26,1170.00,0.0036
2021-01-11,40150.78,40120.22,40150.78,40095.09,335.64,0.0007
2021-01-08,40123.71,40590.85,40657.30,40004.27,333.31,-0.0115
2021-01-07,40590.85,40465.15,40620.02,40310.36,229.88,0.0034
2021-01-06,40452.07,40396.14,40465.15,40388.30,249.53,0.0014
2021-01-05,40396.14,41148.02,41149.86,40142.94,465.68,-0.0183
2021-01-04,41147.39,40287.71,41154.33,40284.00,211.88,0.0218
2020-12-31,40270.72,39515.31,40279.29,39507.24,710.56,0.0192
2020-12-30,39512.31,39110.17,39601.97,39107.50,372.93,0.0103
2020-12-29,39110.17,38800.01,39134.37,38775.26,722.57,0.0080
2020-12-24,38800.01,38803.74,38873.10,38798.18,389.66,-0.0001
2020-12-23,38803.74,37893.61,38809.25,37893.19,467.13,0.0240
2020-12-22,37893.61,37443.40,37952.36,37443.40,442.22,0.0120
2020-12-21,37443.40,36798.74,37494.76,36798.74,427.06,0.0174
2020-12-18,36804.75,36239.62,36808.29,36239.62,426.33,0.0156
2020-12-17,36239.62,35493.15,36239.62,35493.15,343.64,0.0210
2020-12-16,35493.15,35225.22,35554.11,35225.22,648.99,0.0076
2020-12-15,35225.22,34843.44,35227.32,34834.78,264.23,0.0110
2020-12-14,34843.44,34250.74,34877.29,34206.48,208.07,0.0173
2020-12-11,34250.74,34576.49,34666.79,34145.13,796.07,-0.0094
2020-12-10,34577.26,35021.26,35021.26,34501.85,553.95,-0.0127
2020-12-09,35021.26,35033.74,35039.80,35001.14,283.09,-0.0004
2020-12-08,35033.74,35064.36,35081.67,35020.79,307.72,-0.0009
2020-12-07,35064.36,35137.99,35140.81,35064.36,324.31,-0.0021
2020-12-04,35137.99,34968.94,35140.80,34455.93,292.86,0.0048
2020-12-03,34968.94,35056.82,35195.09,34952.99,289.39,-0.0025
2020-12-02,35056.82,35147.62,35172.68,35031.65,368.96,-0.0026
2020-12-01,35147.62,35048.15,35204.16,35048.15,308.08,0.0030
2020-11-30,35042.14,34885.51,35184.93,34765.94,415.53,0.0045
2020-11-27,34885.51,34803.00,34885.51,34748.26,190.27,0.0024
2020-11-26,34803.00,34769.00,34882.52,34768.73,257.54,0.0010
2020-11-25,34769.00,34340.56,34820.77,34340.56,434.92,0.0125
2020-11-24,34340.56,34119.74,34343.56,34095.69,365.41,0.0064
2020-11-23,34121.78,34136.82,34250.45,33582.38,567.57,-0.0004
2020-11-20,34136.82,34643.65,34665.08,34064.25,344.80,-0.0146
2020-11-19,34643.65,34818.01,34869.53,34633.36,364.92,-0.0050
2020-11-18,34818.01,34242.83,34832.04,34226.75,661.13,0.0168
2020-11-17,34242.83,34769.66,34769.66,34126.23,840.88,-0.0159
2020-11-16,34795.82,35041.40,35245.62,34685.94,668.53,-0.0069
2020-11-13,35037.46,35344.01,35814.18,34552.60,1240.00,-0.0086
2020-11-12,35342.46,33291.27,35342.46,33291.27,1190.00,0.0623
2020-11-11,33268.36,32648.02,33268.36,32585.04,858.16,0.0190
2020-11-10,32647.10,32243.05,32647.10,32226.71,578.78,0.0125
2020-11-09,32243.05,31016.17,32243.05,31016.17,636.01,0.0396
2020-11-06,31016.17,30738.92,31016.17,30509.12,497.95,0.0090
2020-11-05,30738.92,30741.88,30772.77,30722.48,430.12,-0.0001
2020-11-04,30741.88,30733.47,30761.50,30724.21,286.45,0.0003
2020-11-03,30733.47,30479.39,30735.46,30408.13,336.04,0.0083
2020-11-02,30479.39,30527.69,30554.27,30364.15,376.11,-0.0017
2020-10-30,30530.69,29439.35,30530.69,29439.35,807.80,0.0371
2020-10-28,29437.60,28980.29,29444.12,28971.44,375.25,0.0158
2020-10-27,28980.29,28777.96,28980.29,28775.59,385.57,0.0070
2020-10-26,28777.96,28697.06,28777.96,28685.54,340.80,0.0028
2020-10-23,28697.06,28563.87,28706.33,28559.72,282.56,0.0047
2020-10-22,28563.87,28449.49,28567.14,28413.11,311.32,0.0040
2020-10-21,28449.49,28645.21,28645.21,28250.71,326.56,-0.0075
2020-10-20,28665.82,28658.31,28720.49,28567.07,297.29,0.0002
2020-10-19,28659.07,28650.44,28680.68,28588.24,287.30,0.0000
2020-10-16,28659.45,28344.04,28680.87,28313.57,489.09,0.0111
2020-10-15,28344.04,28354.14,28364.47,28333.06,330.66,0.0000
2020-10-14,28344.33,28344.04,28381.27,28332.51,218.42,0.0000
2020-10-13,28344.04,28337.49,28351.51,28299.61,535.83,0.0002
2020-10-12,28337.49,28415.31,28440.82,28170.72,369.06,-0.0027
2020-10-09,28415.31,28546.22,28721.73,28371.70,384.04,-0.0046
2020-10-08,28546.22,28634.35,28664.83,28398.74,568.74,-0.0031
2020-10-07,28634.35,28945.41,29171.29,28484.87,832.88,-0.0095
2020-10-06,28909.37,27561.51,28909.37,27561.51,749.47,0.0492
2020-10-05,27554.56,26985.77,27563.91,26985.77,603.89,0.0211
2020-10-02,26985.77,26831.76,26985.77,26830.59,459.79,0.0055
2020-09-30,26837.42,26612.12,26862.21,26612.12,322.76,0.0085
2020-09-29,26611.96,26507.84,26611.96,26427.58,413.10,0.0039
2020-09-28,26507.84,26319.34,26512.05,26319.34,336.73,0.0072
2020-09-25,26319.47,25987.14,26327.17,25987.14,335.74,0.0128
2020-09-24,25987.14,25783.02,26021.75,25783.02,359.27,0.0079
2020-09-23,25783.02,25654.90,25785.41,25631.12,414.16,0.0050
2020-09-22,25654.90,25574.35,25655.18,25525.93,262.05,0.0031
2020-09-21,25574.35,25572.57,25592.86,25564.36,196.11,0.0001
2020-09-18,25572.57,25532.74,25572.57,25505.27,193.49,0.0015
2020-09-17,25533.35,25550.31,25551.56,25507.84,231.19,-0.0010
2020-09-16,25558.81,25598.53,25606.02,25535.41,211.45,-0.0015
2020-09-15,25597.96,25605.59,25618.65,25573.96,245.14,-0.0003
2020-09-14,25605.59,25591.95,25616.99,25577.33,256.97,0.0005
2020-09-11,25591.95,25520.97,25592.22,25514.22,212.57,0.0028
2020-09-10,25520.97,25424.91,25540.91,25403.33,234.15,0.0038
2020-09-09,25424.91,25493.88,25496.73,25414.42,269.62,-0.0028
2020-09-08,25497.32,25585.67,25596.21,25490.01,251.96,-0.0033
2020-09-07,25582.23,25605.64,25631.16,25573.24,253.96,-0.0009
2020-09-04,25605.64,25534.87,25618.48,25529.56,418.16,0.0037
2020-09-03,25511.02,25460.00,25511.02,25460.00,229.41,0.0020
2020-09-02,25460.00,25404.12,25461.66,25388.82,178.29,0.0018
2020-09-01,25413.76,25327.13,25417.61,25327.13,,0.0034
2020-08-31,25327.13,25303.68,25334.11,25289.10,127.28,0.0007
2020-08-28,25309.37,25304.25,25312.81,25289.35,137.05,0.0005
2020-08-27,25297.55,25330.10,25330.10,25291.33,249.13,-0.0013
2020-08-26,25330.10,25295.01,25332.51,25283.31,180.55,0.0015
2020-08-25,25291.78,25228.38,25291.78,25201.79,251.34,0.0025
2020-08-24,25229.12,25221.87,25232.68,25159.82,251.19,0.0003
2020-08-21,25221.87,25203.36,25273.33,25203.36,158.60,0.0007
2020-08-20,25204.58,25174.60,25204.58,25172.10,179.55,0.0013
2020-08-19,25171.32,25136.49,25180.40,25131.56,180.01,0.0014
2020-08-18,25136.49,25139.57,25151.36,25123.28,271.00,-0.0003
2020-08-17,25143.68,25199.84,25234.49,25143.68,161.23,-0.0022
2020-08-14,25199.84,25236.97,25236.97,25168.43,482.42,-0.0015
2020-08-13,25236.97,25141.48,25239.91,25067.72,258.05,0.0038
2020-08-12,25141.48,24883.70,25147.52,24852.43,204.42,0.0104
2020-08-11,24883.70,25027.61,25067.18,24825.09,205.97,-0.0058
2020-08-10,25027.61,25041.89,25046.29,24952.17,175.23,-0.0006
2020-08-07,25041.89,24944.45,25047.70,24944.45,166.94,0.0045
2020-08-06,24930.34,24882.04,24931.91,24820.50,173.72,0.0019
2020-08-05,24882.04,24841.94,24910.02,24841.94,303.28,0.0016
2020-08-04,24841.94,24766.12,24868.82,24764.26,154.47,0.0031
2020-08-03,24766.12,24710.93,24776.08,24690.75,186.47,0.0029
2020-07-29,24693.73,24650.16,24713.57,24646.84,101.53,0.0018
2020-07-28,24650.16,24799.05,24800.81,24646.53,150.37,-0.0054
2020-07-27,24783.61,24427.73,24788.17,24427.73,170.00,0.0146
2020-07-24,24427.73,24512.27,24536.82,24409.99,174.19,-0.0034
2020-07-23,24512.27,24173.53,24615.65,24170.97,164.07,0.0140
2020-07-22,24173.53,24174.45,24192.52,24166.96,266.06,0.0000
2020-07-21,24174.45,24269.58,24303.76,24130.23,304.19,-0.0041
2020-07-20,24273.42,24287.66,24301.11,24273.42,305.10,-0.0006
2020-07-17,24287.66,24323.50,24336.59,24256.64,160.47,-0.0017
2020-07-16,24330.06,24129.84,24330.51,24112.40,207.40,0.0082
2020-07-15,24132.30,24114.59,24210.22,24071.13,208.21,0.0006
2020-07-14,24117.40,24200.60,24207.00,24095.41,208.20,-0.0034
2020-07-13,24200.60,24306.36,24306.36,24162.70,231.23,-0.0044
2020-07-10,24306.36,24276.56,24315.39,24251.26,131.63,0.0012
2020-07-09,24276.56,24278.07,24336.45,24276.56,192.03,-0.0001
2020-07-08,24278.07,24097.48,24278.07,24097.48,232.61,0.0075
2020-07-07,24098.08,24026.05,24152.67,24026.05,155.53,-0.0005
2020-07-06,24109.65,24336.12,24352.20,23961.14,189.67,-0.0093
2020-07-03,24336.12,24374.38,24416.05,24332.36,144.30,-0.0016
2020-07-02,24374.40,24594.99,24612.25,24357.75,180.10,-0.0090
2020-07-01,24594.99,24479.16,24723.26,24479.16,198.01,0.0047
2020-06-30,24479.16,24858.82,24859.88,24448.23,280.67,-0.0153
2020-06-29,24858.82,24828.96,24858.82,24740.06,158.45,0.0012
2020-06-26,24828.96,24625.17,24829.17,24551.35,127.19,0.0083
2020-06-25,24625.17,24654.99,24662.27,24619.84,130.28,-0.0012
2020-06-24,24654.99,24750.06,24771.97,24636.63,189.23,-0.0039
2020-06-23,24751.32,24753.92,24756.88,24649.39,167.90,-0.0011
2020-06-22,24779.26,24826.75,24877.30,24651.30,124.66,-0.0019
2020-06-19,24826.75,24933.41,25123.72,24819.12,174.67,-0.0043
2020-06-18,24933.41,24972.89,25054.28,24913.26,171.16,-0.0016
2020-06-17,24972.94,24930.88,24973.59,24816.45,265.95,0.0017
2020-06-16,24930.88,24954.89,25046.42,24930.65,200.37,-0.0010
2020-06-15,24956.04,25182.67,25196.62,24757.68,237.63,-0.0090
2020-06-11,25182.67,25215.04,25302.85,25182.67,337.13,-0.0013
2020-06-10,25215.04,25335.15,25351.29,25130.61,266.65,-0.0047
2020-06-09,25335.15,25249.96,25368.78,25249.96,268.74,0.0034
2020-06-08,25250.20,25016.30,25412.54,25016.30,230.49,0.0093
2020-06-05,25016.30,25312.05,25325.87,24875.56,214.50,-0.0117
2020-06-04,25312.05,25407.96,25434.62,25312.05,270.18,-0.0038
2020-06-03,25407.96,25383.43,25445.47,25308.50,353.26,0.0010
2020-06-02,25383.43,25316.24,25458.53,25316.24,377.86,0.0025
2020-06-01,25321.29,25267.82,25396.10,25180.37,253.13,0.0021
2020-05-29,25267.82,25166.01,25393.03,25164.06,325.59,0.0040
2020-05-28,25166.01,25229.02,25463.11,25131.33,348.21,-0.0022
2020-05-27,25221.29,25204.75,25469.93,25054.11,581.59,0.0007
2020-05-22,25204.75,24758.39,25205.18,24742.12,259.57,0.0180
2020-05-21,24758.39,24452.23,24769.40,24426.56,350.66,0.0125
2020-05-20,24452.23,24202.87,24467.28,24185.62,436.77,0.0103
2020-05-19,24202.87,23943.29,24205.89,23943.29,339.75,0.0080
2020-05-18,24010.19,23874.77,24010.19,23871.33,330.98,0.0058
2020-05-15,23871.33,23872.44,23931.49,23840.80,221.44,-0.0009
2020-05-14,23892.92,23709.44,23892.92,23709.20,182.74,0.0077
2020-05-13,23709.44,23695.90,23759.84,23695.90,159.19,0.0006
2020-05-12,23695.90,23950.83,23982.29,23542.33,155.65,-0.0106
2020-05-11,23950.83,24045.40,24058.15,23949.18,204.72,-0.0039
2020-05-08,24045.40,24361.14,24403.77,24030.65,208.56,-0.0127
2020-05-07,24354.25,24143.37,24369.45,24039.70,431.57,0.0087
2020-05-06,24143.37,23815.34,24154.65,23807.14,426.63,0.0140
2020-05-05,23809.31,23089.86,23809.39,23075.49,343.95,0.0312
2020-05-04,23089.86,23021.01,23121.74,22940.24,249.83,0.0030
2020-04-30,23021.01,22868.40,23045.44,22636.59,359.46,0.0067
2020-04-29,22868.40,22727.87,22884.49,22727.87,277.29,0.0062
2020-04-28,22727.87,22616.28,22761.25,22616.28,266.62,0.0049
2020-04-27,22616.28,22599.38,22649.20,22584.64,106.06,0.0007
2020-04-24,22599.38,22470.79,22672.22,22458.37,211.53,0.0057
2020-04-23,22470.79,22780.30,22805.14,22407.60,201.48,-0.0136
2020-04-22,22780.30,22629.92,22799.78,22629.92,185.21,0.0066
2020-04-21,22629.92,22920.41,22920.41,22612.97,248.16,-0.0127
2020-04-20,22920.56,22921.59,23143.34,22920.13,343.24,0.0000
2020-04-17,22921.59,22554.84,22927.88,22524.23,231.60,0.0163
2020-04-16,22554.84,22539.94,22634.28,22380.94,379.11,0.0007
2020-04-15,22539.94,21879.95,22543.48,21873.47,326.39,0.0302
2020-04-14,21879.95,21384.03,21883.39,21239.02,264.74,0.0232
2020-04-09,21384.03,21073.26,21385.85,20985.63,314.85,0.0147
2020-04-08,21073.26,20925.19,21150.01,20925.19,346.41,0.0071
2020-04-07,20925.19,20683.16,20925.19,20667.55,342.57,0.0124
2020-04-06,20669.38,21094.62,21208.95,20651.59,336.42,-0.0202
2020-04-03,21094.62,21166.38,21197.32,20769.37,235.29,-0.0013
2020-04-02,21121.20,21100.54,21170.00,20790.71,255.53,0.0010
2020-04-01,21100.54,21309.50,21317.98,20779.13,154.35,-0.0094
2020-03-31,21300.47,21330.79,21340.64,21270.26,422.00,-0.0014
2020-03-30,21330.79,21828.65,21828.65,21330.79,466.87,-0.0243
2020-03-27,21861.78,21842.18,21885.05,21803.89,251.41,0.0048
2020-03-26,21757.47,21729.48,21903.00,21696.88,172.16,0.0013
2020-03-25,21729.48,21743.47,21814.74,21663.32,233.07,-0.0005
2020-03-24,21741.16,21703.80,21770.42,21703.80,330.10,0.0019
2020-03-23,21700.98,22198.43,22208.81,21694.16,464.36,-0.0224
2020-03-20,22198.43,22072.56,22211.67,22035.11,379.48,0.0036
2020-03-19,22118.90,22785.19,22785.19,22118.90,525.85,-0.0294
2020-03-18,22789.64,22549.09,22804.70,22118.37,671.52,0.0109
2020-03-17,22543.07,22705.19,23008.59,22497.73,675.82,-0.0071
2020-03-16,22705.19,22745.39,22797.39,22618.36,551.48,-0.0013
2020-03-13,22734.07,22729.01,22813.47,22550.08,732.62,0.0017
2020-03-12,22695.88,23500.46,23500.46,22694.32,1060.00,-0.0372
2020-03-11,23572.75,24278.53,24321.51,23260.07,1390.00,-0.0335
2020-03-10,24388.66,25412.57,25412.57,24381.88,594.47,-0.0491
2020-03-09,25647.54,26141.24,26141.24,25648.45,185.49,-0.0241
2020-03-06,26279.61,26426.20,26455.26,26273.58,361.08,-0.0055
2020-03-05,26426.20,26418.82,26626.07,26408.25,431.90,0.0004
2020-03-04,26415.54,26283.35,26438.78,26256.24,307.66,0.0061
2020-03-03,26255.11,25816.57,26344.55,25816.57,387.42,0.0170
2020-03-02,25816.57,26143.02,26170.58,25816.57,325.26,-0.0153
2020-02-28,26216.46,26808.24,26808.24,26216.46,416.28,-0.0221
2020-02-27,26808.24,26974.38,26977.40,26796.43,231.52,-0.0062
2020-02-26,26974.38,27033.10,27033.90,26870.39,228.36,-0.0022
2020-02-25,27033.10,27041.03,27105.46,27031.71,241.71,-0.0003
2020-02-24,27041.03,27388.62,27515.79,27000.85,428.96,-0.0127
2020-02-21,27388.62,27568.91,27614.65,27236.53,421.22,-0.0065
2020-02-20,27568.91,27523.26,27622.42,27292.61,484.99,0.0017
2020-02-19,27523.08,27547.56,27556.13,27512.72,290.13,-0.0009
2020-02-18,27547.56,27570.94,27570.94,27527.51,168.07,-0.0008
2020-02-17,27570.94,27756.56,27818.09,27507.99,134.61,-0.0067
2020-02-14,27755.87,27864.84,27879.31,27675.52,132.51,-0.0039
2020-02-13,27864.84,27881.45,27916.64,27686.34,150.72,-0.0005
2020-02-12,27878.43,27871.90,27919.10,27866.46,152.34,0.0002
2020-02-11,27871.90,27769.07,27936.16,27637.33,276.27,0.0036
2020-02-10,27773.20,28067.09,28119.19,27772.16,200.16,-0.0105
2020-02-07,28067.09,28140.41,28195.75,28054.73,303.93,-0.0026
2020-02-06,28140.41,28093.76,28385.36,27949.15,317.19,0.0017
2020-02-05,28093.76,28432.27,28506.63,28032.23,350.21,-0.0119
2020-02-04,28432.27,28533.40,28540.30,28415.12,254.85,-0.0035
2020-02-03,28533.40,28843.53,28843.53,28389.60,246.51,-0.0108
2020-01-31,28843.53,29035.55,29096.29,28817.45,348.56,-0.0065
2020-01-30,29030.93,29110.90,29222.83,28898.74,274.43,-0.0027
2020-01-29,29110.90,29378.63,29381.95,29054.23,242.76,-0.0091
2020-01-28,29378.63,29525.56,29529.60,29347.09,250.93,-0.0059
2020-01-27,29552.99,29628.84,29648.35,29552.99,444.01,-0.0026
2020-01-24,29628.84,29628.84,29628.84,29628.84,,0.0013
2020-01-23,29591.29,29591.29,29591.29,29591.29,,0.0045
2020-01-22,29458.21,29461.20,29488.93,29244.41,315.67,-0.0002
2020-01-21,29462.76,29713.61,29723.75,29360.13,272.84,-0.0083
2020-01-20,29710.56,29618.52,29713.84,29545.93,266.95,0.0031
2020-01-17,29618.52,29352.13,29623.55,29331.35,324.97,0.0091
2020-01-16,29352.13,29062.50,29497.97,29062.50,387.16,0.0100
2020-01-15,29062.50,29030.41,29094.14,28855.22,360.08,-0.0075
2020-01-14,29283.15,29633.58,29812.97,29037.12,666.78,-0.0118
2020-01-13,29633.58,29415.39,29909.06,29415.39,348.24,0.0074
2020-01-10,29415.39,29393.88,29585.13,28858.83,280.86,0.0007
2020-01-09,29395.57,28562.48,29484.10,28539.16,693.19,0.0292
2020-01-08,28562.48,27579.57,28562.48,27579.57,741.82,0.0354
2020-01-07,27586.93,27339.68,27699.59,27295.49,446.33,0.0090
2020-01-06,27339.68,26968.79,27339.68,26968.68,520.39,0.0138
2020-01-03,26968.79,26867.79,26978.46,26867.79,608.86,0.0038
2020-01-02,26867.79,26845.79,26867.79,26657.32,263.20,0.0010
2019-12-31,26842.07,26609.34,27357.84,26608.56,257.01,0.0087
