Date,Close,Open,High,Low,Volume,Change_pct
2023-01-30,53157.83,52649.24,53167.11,52639.28,201.36,0.0095
2023-01-27,52657.88,52752.96,52753.28,52213.70,171.11,-0.0018
2023-01-26,52752.96,52599.65,52752.96,52599.65,139.68,0.0029
2023-01-25,52599.65,52612.55,52636.48,52477.59,119.79,-0.0002
2023-01-24,52612.55,52657.69,52691.04,52533.14,182.39,-0.0009
2023-01-23,52657.69,52594.68,52657.69,52585.64,143.73,0.0012
2023-01-20,52594.68,52626.42,52642.34,52586.87,443.75,-0.0006
2023-01-19,52626.42,52615.51,52631.80,52603.89,129.03,0.0002
2023-01-18,52615.51,52701.31,52718.70,52558.62,217.95,-0.0016
2023-01-17,52701.31,52343.41,52737.72,52329.29,228.49,0.0067
2023-01-16,52348.82,52512.48,52519.61,52348.82,220.65,-0.0031
2023-01-13,52512.48,52048.85,52512.48,52048.85,216.92,0.0089
2023-01-12,52048.85,51729.87,52495.11,51696.17,211.69,0.0062
2023-01-11,51729.87,51446.60,51746.32,51369.76,281.80,0.0055
2023-01-10,51446.60,51693.08,51712.97,51220.23,345.49,-0.0049
2023-01-09,51700.36,51222.34,51841.05,51207.13,229.22,0.0093
2023-01-06,51222.34,50868.52,51222.34,50830.51,195.71,0.0070
2023-01-05,50868.52,51657.56,51785.05,50842.95,138.72,-0.0153
2023-01-04,51657.56,51598.35,51668.24,51198.49,265.73,0.0012
2023-01-03,51595.66,51251.06,51595.66,51241.36,129.17,0.0067
2022-12-30,51251.06,50294.60,51346.08,50247.57,890.15,0.0189
2022-12-29,50300.00,49934.60,50313.18,49934.60,297.94,0.0073
2022-12-28,49934.60,49706.09,49934.60,49695.81,498.73,0.0046
2022-12-23,49706.09,49499.43,49737.10,49493.53,140.32,0.0042
2022-12-22,49499.43,49475.43,49525.32,49398.37,132.51,0.0005
2022-12-21,49475.43,49416.51,49492.97,49416.51,411.15,0.0012
2022-12-20,49416.18,49414.96,49446.36,49382.43,100.06,0.0000
2022-12-19,49414.96,49316.20,49414.96,49316.20,76.74,0.0020
2022-12-16,49316.29,49233.02,49340.28,49222.58,103.66,0.0017
2022-12-15,49233.02,48988.04,49249.96,48979.10,222.74,0.0050
2022-12-14,48988.04,48853.54,49045.36,48853.54,88.02,0.0028
2022-12-13,48853.54,48899.08,49101.57,48820.32,162.87,-0.0009
2022-12-12,48899.08,48881.93,48901.96,48853.33,236.58,0.0004
2022-12-09,48881.93,48365.14,48881.93,48365.14,100.82,0.0107
2022-12-08,48365.14,48426.49,48572.14,48183.06,148.16,-0.0013
2022-12-07,48426.49,48366.69,48426.49,48348.67,146.21,0.0012
2022-12-06,48366.69,48270.23,48399.33,48269.48,184.62,0.0020
2022-12-05,48270.23,48154.65,48373.03,48154.65,185.11,0.0024
2022-12-02,48154.65,47656.64,48198.48,47656.64,159.81,0.0104
2022-12-01,47656.64,47660.04,47769.38,47537.87,172.89,-0.0001
2022-11-30,47660.04,47322.97,47662.71,47318.90,107.02,0.0071
2022-11-29,47322.97,47436.45,47450.71,47299.16,120.94,-0.0024
2022-11-28,47436.45,47554.34,47576.00,47389.79,279.28,-0.0025
2022-11-25,47554.34,46604.94,47562.29,46424.60,98.98,0.0204
2022-11-24,46604.94,46232.60,46604.94,46186.63,138.60,0.0081
2022-11-23,46232.37,44934.73,46233.18,44899.66,185.59,0.0290
2022-11-22,44929.33,44662.96,44976.21,44662.96,126.08,0.0051
2022-11-21,44701.84,44492.73,44701.84,44492.73,159.56,0.0047
2022-11-18,44492.73,44011.22,44492.73,44001.70,146.68,0.0109
2022-11-17,44011.22,44046.94,44052.82,43969.57,97.70,-0.0009
2022-11-16,44050.44,43808.25,44050.44,43808.25,159.43,0.0055
2022-11-15,43808.25,43818.12,43857.81,43788.18,103.42,-0.0002
2022-11-14,43818.12,43956.76,43956.76,43770.82,187.08,-0.0034
2022-11-11,43968.75,43943.46,43994.65,43924.32,209.71,0.0006
2022-11-10,43942.82,43477.48,44287.55,43393.20,404.99,0.0107
2022-11-09,43477.48,43461.60,44071.41,43448.58,133.40,0.0004
2022-11-08,43461.60,44269.43,44293.10,43439.72,249.91,-0.0182
2022-11-07,44269.43,44269.18,44272.07,44217.38,103.26,0.0000
2022-11-04,44269.18,44236.70,44275.32,44171.50,356.73,0.0007
2022-11-03,44236.70,44283.02,44286.16,44209.17,215.11,-0.0010
2022-11-02,44283.02,43745.73,44283.02,43626.57,155.41,0.0123
2022-11-01,43745.73,43835.94,43968.82,43657.95,172.87,-0.0021
2022-10-31,43839.08,43910.65,43912.82,43650.20,160.91,-0.0017
2022-10-28,43912.64,44625.18,44625.18,43671.26,122.79,-0.0160
2022-10-27,44625.18,44859.78,44883.39,44615.15,150.97,-0.0052
2022-10-26,44859.78,44788.14,44887.55,44767.49,93.51,0.0016
2022-10-25,44788.14,44461.63,44824.37,44266.04,159.21,0.0073
2022-10-24,44461.63,44396.73,44491.61,44368.24,72.32,0.0015
2022-10-21,44396.73,44332.21,44403.55,44332.21,95.08,0.0015
2022-10-20,44332.21,44318.15,44341.65,44294.21,119.22,0.0003
2022-10-19,44318.15,45366.32,45505.22,44302.24,165.35,-0.0231
2022-10-18,45366.32,46365.95,46365.95,44937.92,420.16,-0.0216
2022-10-17,46365.95,47569.04,47588.29,46343.39,137.88,-0.0253
2022-10-14,47569.04,47524.38,47579.14,47428.96,124.41,0.0009
2022-10-13,47524.38,47531.84,47550.47,47486.80,86.54,-0.0002
2022-10-12,47531.84,47565.92,47572.78,47529.93,155.18,-0.0007
2022-10-11,47565.92,47351.43,47664.66,47195.25,125.65,0.0045
2022-10-07,47351.43,47260.89,47351.62,47257.30,137.28,0.0019
2022-10-06,47260.89,48836.70,48890.97,47238.35,140.66,-0.0323
2022-10-05,48836.70,48879.74,48919.32,48818.20,135.52,-0.0009
2022-10-04,48879.74,49035.07,49038.76,48865.47,173.46,-0.0029
2022-09-30,49024.16,48967.56,49024.16,48945.43,356.73,0.0012
2022-09-29,48964.83,49171.70,49218.17,48947.91,220.78,-0.0042
2022-09-28,49171.70,49161.45,49258.73,49119.51,101.57,0.0002
2022-09-27,49161.45,49189.32,49223.31,49154.50,206.20,-0.0012
2022-09-26,49218.35,49053.91,49226.12,49053.91,119.28,0.0039
2022-09-23,49026.62,49190.34,49309.63,48994.15,169.18,-0.0033
2022-09-22,49190.34,49421.91,49424.82,49164.75,126.74,-0.0047
2022-09-21,49421.91,49446.18,49455.99,49318.55,51.88,-0.0005
2022-09-20,49445.31,49440.21,49446.01,49378.93,147.59,0.0001
2022-09-19,49440.21,49475.42,49479.45,49400.12,67.37,-0.0007
2022-09-16,49475.42,49540.48,49543.81,49470.28,107.49,-0.0013
2022-09-15,49540.48,49578.83,49579.34,49534.65,167.60,-0.0007
2022-09-14,49576.05,49627.72,49637.12,49573.60,197.26,-0.0010
2022-09-13,49627.72,49625.71,49655.34,49612.40,147.46,0.0000
2022-09-12,49626.05,49695.12,49703.85,49626.05,86.59,-0.0014
2022-09-09,49695.12,49652.25,49697.61,49652.25,319.09,0.0009
2022-09-08,49652.25,49599.73,49658.07,49577.38,161.88,0.0003
2022-09-07,49635.76,49644.92,49654.72,49616.03,128.94,-0.0002
2022-09-06,49644.92,49991.41,49994.14,49639.64,138.94,-0.0069
2022-09-05,49991.41,50045.83,50084.83,49988.28,200.92,-0.0011
2022-09-02,50045.83,49889.80,50056.30,49889.80,240.02,0.0031
2022-09-01,49889.88,49836.51,49934.20,49836.51,229.12,0.0011
2022-08-31,49836.51,49642.69,49836.51,49642.69,367.34,0.0039
2022-08-30,49642.69,49676.75,49682.93,49625.32,125.95,-0.0007
2022-08-29,49676.75,49682.15,49686.95,49624.28,232.94,-0.0001
2022-08-26,49682.15,49661.87,49728.46,49628.73,193.51,0.0004
2022-08-25,49661.87,48675.24,49662.09,48670.87,226.47,0.0203
2022-08-24,48675.33,48554.76,48681.00,48554.76,167.57,0.0022
2022-08-23,48567.14,49344.67,49344.67,48511.58,204.15,-0.0158
2022-08-22,49346.40,49370.62,49381.15,49334.23,122.73,-0.0005
2022-08-19,49370.62,49395.43,49432.87,49367.26,132.20,-0.0035
2022-08-18,49546.38,49691.17,49694.34,49487.74,146.99,-0.0029
2022-08-17,49691.17,49709.46,49712.96,49681.24,128.79,-0.0004
2022-08-16,49709.46,49629.43,49737.86,49629.43,204.16,0.0010
2022-08-15,49657.33,49664.07,49724.70,49373.13,210.83,-0.0001
2022-08-12,49664.07,50017.51,50017.51,49371.37,272.07,-0.0070
2022-08-11,50014.60,50075.47,50256.83,50009.12,133.59,-0.0012
2022-08-10,50075.47,49350.71,50127.02,49337.73,279.22,0.0147
2022-08-09,49350.71,50489.73,50489.73,49342.60,140.58,-0.0226
2022-08-08,50489.73,50722.33,50740.18,50489.07,207.20,-0.0046
2022-08-05,50722.33,50582.30,50722.33,50556.70,148.81,0.0028
2022-08-04,50582.30,50594.97,50720.86,50372.55,130.44,-0.0003
2022-08-03,50594.97,50626.04,50647.19,50242.94,121.16,-0.0006
2022-08-02,50626.04,49950.32,50626.04,49950.32,129.16,0.0135
2022-08-01,49950.32,50370.25,50372.43,49886.94,176.05,-0.0083
2022-07-29,50370.25,49702.07,50370.25,49687.77,243.29,0.0142
2022-07-28,49667.14,50182.73,50182.73,49603.12,206.21,-0.0104
2022-07-27,50188.55,50442.37,50447.87,50163.40,192.41,-0.0050
2022-07-26,50442.37,51400.53,51405.60,50409.90,156.17,-0.0186
2022-07-25,51400.53,51979.92,51979.92,51327.74,98.75,-0.0111
2022-07-22,51979.92,52122.00,52129.19,51979.92,205.06,-0.0027
2022-07-21,52122.00,52186.52,52204.52,52098.87,151.94,-0.0012
2022-07-20,52186.52,52308.88,52310.53,52142.18,238.27,-0.0023
2022-07-19,52308.88,52319.94,52333.28,52250.79,205.60,-0.0002
2022-07-18,52319.94,52215.12,52510.17,52215.12,116.28,0.0020
2022-07-15,52215.12,51339.01,52542.93,51330.29,190.10,0.0171
2022-07-14,51338.27,51390.25,51390.25,51304.74,115.25,-0.0044
2022-07-13,51567.69,51557.41,51584.83,51507.55,198.79,0.0002
2022-07-08,51557.41,51563.73,51581.17,51546.84,115.13,-0.0001
2022-07-07,51563.73,51556.54,51570.71,51530.40,143.28,0.0001
2022-07-06,51556.54,51586.50,51612.97,51553.86,135.26,-0.0006
2022-07-05,51586.50,51795.23,51807.97,51571.37,234.48,-0.0040
2022-07-04,51791.45,51829.67,51871.89,51713.99,194.08,-0.0007
2022-07-01,51829.67,51817.59,51829.67,51769.02,127.03,0.0002
2022-06-30,51817.59,51802.48,51991.27,51759.56,223.10,0.0003
2022-06-29,51802.48,51803.98,51810.45,51789.90,416.47,0.0000
2022-06-28,51803.98,51962.85,51975.06,51779.76,314.60,-0.0031
2022-06-27,51962.85,51705.61,51986.94,51703.49,266.51,0.0050
2022-06-24,51705.61,51618.73,51708.52,51618.73,156.09,0.0017
2022-06-23,51618.73,51377.21,51740.21,51375.06,223.25,0.0047
2022-06-22,51377.21,51093.23,51377.21,50628.40,229.26,0.0056
2022-06-21,51091.75,50755.98,51213.17,50532.29,166.96,0.0066
2022-06-20,50756.74,51778.08,51804.21,50750.60,196.26,-0.0197
2022-06-17,51778.08,52411.09,52451.43,51755.18,241.19,-0.0121
2022-06-16,52411.09,52775.40,52783.52,52374.04,211.61,-0.0069
2022-06-15,52775.40,53113.64,53113.64,52773.20,188.09,-0.0064
2022-06-14,53114.65,53201.38,53202.13,53097.77,299.81,-0.0016
2022-06-10,53201.38,53170.73,53201.38,53136.98,273.24,0.0006
2022-06-09,53170.73,53183.99,53206.08,53166.01,318.42,-0.0004
2022-06-08,53193.98,53270.88,53270.88,53190.75,248.94,-0.0014
2022-06-07,53270.88,53086.46,53276.66,53046.72,234.62,0.0035
2022-06-06,53086.86,52908.24,53090.16,52889.13,755.62,0.0034
2022-06-03,52908.24,52815.78,52925.86,52803.19,280.87,0.0013
2022-06-02,52840.14,52974.15,52989.45,52831.61,274.42,-0.0025
2022-06-01,52974.15,52990.28,53045.12,52952.24,295.34,-0.0124
2022-05-31,53637.14,53772.14,53787.30,53608.72,318.27,-0.0025
2022-05-30,53772.35,54085.30,54085.30,53735.83,227.55,-0.0058
2022-05-27,54085.30,53151.32,54290.84,53151.32,208.08,0.0176
2022-05-26,53151.32,52591.41,53161.43,52587.01,266.18,0.0106
2022-05-25,52591.41,51949.64,52594.84,51574.46,382.45,0.0124
2022-05-24,51949.64,52911.51,52911.51,51940.57,720.12,-0.0182
2022-05-23,52911.51,52979.96,53009.50,52909.10,263.24,-0.0013
2022-05-20,52979.96,53275.49,53774.61,52951.38,436.56,-0.0055
2022-05-19,53275.49,52721.34,53281.31,52717.88,274.41,0.0105
2022-05-18,52721.34,52756.62,52793.13,52721.34,611.83,-0.0007
2022-05-17,52756.62,52944.44,52950.34,52756.62,552.47,-0.0036
2022-05-16,52944.65,53098.46,53098.46,52896.88,374.18,-0.0029
2022-05-13,53100.21,52917.76,53100.21,52898.90,303.48,0.0034
2022-05-12,52917.76,52844.84,53069.29,52843.48,426.02,0.0015
2022-05-11,52838.45,51805.41,53064.58,51805.41,417.26,0.0199
2022-05-10,51805.41,51902.48,51902.48,51562.68,331.35,-0.0019
2022-05-09,51903.44,50935.79,51956.75,50922.91,337.43,0.0190
2022-05-06,50937.01,50838.10,50993.59,50838.10,466.28,0.0020
2022-05-05,50835.95,50126.41,50835.95,50113.49,462.40,0.0142
2022-05-04,50126.41,49640.30,50132.88,49636.44,669.27,0.0098
2022-04-29,49638.94,48840.49,49638.94,48840.43,319.35,0.0164
2022-04-28,48837.76,48571.75,48853.68,48571.75,759.65,0.0055
2022-04-27,48571.75,48568.57,48620.21,48551.58,246.70,0.0001
2022-04-26,48568.57,48543.36,48662.06,48540.73,464.73,0.0002
2022-04-25,48558.91,48459.65,48562.20,48089.55,328.38,0.0020
2022-04-22,48459.65,48236.08,48459.65,48229.10,342.14,0.0049
2022-04-21,48223.86,48138.71,48223.86,48132.09,244.69,0.0018
2022-04-20,48138.71,47545.86,48138.71,47503.00,349.48,0.0125
2022-04-19,47545.86,47510.38,47551.72,47459.18,365.45,-0.0003
2022-04-14,47558.45,47367.31,47600.37,47367.31,385.18,0.0040
2022-04-13,47367.31,47205.03,47388.15,47188.10,391.89,0.0034
2022-04-12,47205.03,46872.25,47231.66,46872.25,245.42,0.0072
2022-04-11,46867.95,46631.46,46871.63,46624.78,224.63,0.0051
2022-04-08,46631.46,46543.51,46631.46,46542.14,154.10,0.0019
2022-04-07,46543.51,46771.62,46806.53,46524.68,244.02,-0.0048
2022-04-06,46766.16,46775.76,46785.41,46751.63,261.59,-0.0002
2022-04-05,46777.37,46687.85,46792.30,46675.80,257.40,0.0019
2022-04-04,46687.85,46844.13,46844.13,46654.45,219.50,-0.0033
2022-04-01,46842.86,46963.75,46973.78,46780.08,257.29,-0.0026
2022-03-31,46965.48,46904.48,46983.32,46832.26,256.02,0.0013
2022-03-30,46904.48,46843.09,46916.17,46824.71,201.15,0.0013
2022-03-29,46843.09,46893.86,46905.13,46831.85,214.32,-0.0012
2022-03-28,46898.23,46958.95,46966.36,46754.39,359.89,-0.0014
2022-03-25,46964.23,46958.68,46993.74,46957.13,177.09,0.0001
2022-03-24,46961.62,47016.50,47017.08,46931.38,214.70,-0.0043
2022-03-23,47163.94,47156.56,47167.97,47132.62,267.48,0.0002
2022-03-22,47156.56,47251.93,47251.93,47125.55,303.46,-0.0020
2022-03-21,47251.93,47282.67,47282.67,47196.55,213.56,-0.0007
2022-03-18,47282.67,47353.22,47353.22,47221.34,599.49,-0.0015
2022-03-17,47353.22,47364.46,47398.80,47338.91,239.73,-0.0002
2022-03-16,47364.46,47340.86,47373.96,47338.48,145.83,0.0005
2022-03-15,47340.86,47428.67,47431.39,47334.64,183.26,-0.0019
2022-03-14,47428.67,47437.48,47466.61,47358.72,1280.00,-0.0002
2022-03-11,47437.48,47363.98,47437.48,47234.26,1150.00,0.0016
2022-03-10,47363.98,47287.09,47383.77,47180.59,261.56,0.0016
2022-03-09,47287.09,47154.35,47292.91,47129.66,336.30,0.0028
2022-03-08,47154.35,47262.61,47283.62,47122.34,754.93,-0.0023
2022-03-07,47262.61,47268.61,47309.80,47223.94,291.88,-0.0001
2022-03-04,47268.61,47296.07,47298.15,47253.88,179.28,-0.0006
2022-03-03,47296.07,47360.79,47404.02,47202.60,243.42,-0.0014
2022-03-02,47360.79,47482.73,47486.15,47313.53,279.95,-0.0026
2022-03-01,47482.73,47394.53,47613.70,47358.48,370.44,0.0019
2022-02-28,47394.53,47328.42,47394.53,47328.42,300.62,0.0014
2022-02-25,47328.42,47272.04,47378.54,47264.97,253.29,0.0012
2022-02-24,47272.04,47207.27,47295.28,47207.27,340.66,0.0014
2022-02-23,47207.27,47246.90,47265.69,47207.27,230.65,-0.0008
2022-02-22,47246.90,47233.91,47282.44,47233.91,421.78,0.0003
2022-02-21,47233.91,47140.48,47243.74,47139.80,421.36,0.0020
2022-02-18,47140.48,47102.64,47142.51,47091.67,344.69,0.0008
2022-02-17,47102.64,47109.25,47128.46,47074.78,357.74,-0.0001
2022-02-16,47109.25,47064.82,47199.41,47051.36,318.25,0.0009
2022-02-15,47064.82,47063.28,47107.99,47046.93,274.20,0.0000
2022-02-14,47066.77,47202.30,47232.47,47011.74,338.02,-0.0029
2022-02-11,47202.30,47286.34,47301.44,47129.45,311.49,-0.0018
2022-02-10,47286.34,47157.23,47286.34,47154.06,198.08,0.0027
2022-02-09,47157.23,47057.24,47157.23,47057.24,297.00,0.0021
2022-02-08,47057.24,47203.39,47203.39,47037.24,238.22,-0.0031
2022-02-07,47203.39,47279.92,47324.09,47198.42,285.47,-0.0016
2022-02-04,47279.92,47329.80,47329.80,47263.54,225.69,-0.0011
2022-02-03,47329.80,46930.66,47335.63,46860.85,346.70,0.0085
2022-02-02,46930.66,47113.95,47131.29,46901.44,434.94,-0.0038
2022-02-01,47111.21,46630.13,47126.27,46626.42,341.50,0.0104
2022-01-31,46624.67,46206.65,46628.34,46183.34,435.79,0.0091
2022-01-28,46205.05,46009.23,46207.24,46009.23,313.44,0.0043
2022-01-27,46009.23,46529.99,46769.16,46000.72,279.44,-0.0112
2022-01-26,46529.99,45939.51,46905.63,45939.51,328.98,0.0129
2022-01-25,45939.51,45928.27,45939.66,45898.24,247.68,0.0002
2022-01-24,45928.27,45957.35,45966.26,45921.75,278.44,-0.0006
2022-01-21,45957.35,45890.52,45957.35,45875.04,281.59,0.0015
2022-01-20,45890.52,45430.14,45890.52,45395.57,355.91,0.0101
2022-01-19,45430.14,44655.89,45430.40,44352.61,252.94,0.0173
2022-01-18,44655.89,44402.39,44663.47,44401.63,235.23,0.0058
2022-01-17,44399.66,44454.67,44768.94,44390.49,214.31,-0.0012
2022-01-14,44454.67,44604.74,44614.64,44334.33,405.73,-0.0034
2022-01-13,44604.74,44608.82,44621.66,44582.61,321.75,-0.0001
2022-01-12,44608.82,43859.30,44609.24,43858.36,266.31,0.0171
2022-01-11,43859.30,43897.13,44083.08,43855.54,294.54,-0.0009
2022-01-10,43897.13,43854.42,44345.64,43854.42,310.90,0.0010
2022-01-07,43854.42,43605.21,43857.60,43605.21,395.15,0.0057
2022-01-06,43607.94,43476.75,43607.94,43145.77,174.61,0.0030
2022-01-05,43476.75,43026.23,43476.75,42479.57,1240.00,0.0105
2022-01-04,43026.23,42716.44,43052.31,42651.87,216.65,0.0073
2021-12-31,42716.44,41822.29,42725.80,41768.16,455.21,0.0216
2021-12-30,41813.27,41807.10,41815.32,41753.53,359.96,0.0001
2021-12-29,41807.10,42262.85,42295.21,41745.37,180.15,-0.0108
2021-12-24,42262.85,42230.48,42269.66,42217.46,111.84,0.0008
2021-12-23,42230.48,42244.22,42263.82,42207.99,211.08,-0.0003
2021-12-22,42244.22,42388.57,42390.74,42240.71,224.02,-0.0034
2021-12-21,42388.57,42391.31,42408.73,42377.62,275.93,-0.0001
2021-12-20,42394.71,42353.31,42464.09,42351.93,142.07,0.0010
2021-12-17,42353.31,42270.23,42404.62,42270.23,341.68,0.0020
2021-12-16,42270.23,42357.36,42386.83,42262.85,249.43,-0.0021
2021-12-15,42357.36,42317.52,42374.92,42294.66,226.18,0.0009
2021-12-14,42317.52,42411.12,42411.12,42301.42,270.09,-0.0022
2021-12-13,42411.12,41882.97,42582.94,41816.06,229.62,0.0126
2021-12-10,41882.97,41685.22,41882.97,41684.07,444.93,0.0047
2021-12-09,41685.22,42435.16,42446.44,41527.21,473.37,-0.0177
2021-12-08,42435.16,42018.14,42445.32,42000.96,649.76,0.0099
2021-12-07,42018.92,42008.60,42041.37,41927.22,639.43,0.0002
2021-12-06,42008.60,42164.51,42192.71,41980.53,422.18,-0.0038
2021-12-03,42167.91,42248.76,42263.97,42137.26,180.70,-0.0019
2021-12-02,42247.98,42463.16,42465.57,42241.65,324.01,-0.0051
2021-12-01,42463.16,43248.05,43248.30,42463.16,335.47,-0.0181
2021-11-30,43248.05,43270.94,43275.21,43200.59,224.91,-0.0005
2021-11-29,43270.94,43303.76,43319.46,43248.91,213.12,-0.0009
2021-11-26,43308.29,43108.77,43334.93,43069.97,305.32,0.0046
2021-11-25,43108.77,43250.34,43250.34,43094.14,266.11,-0.0032
2021-11-24,43245.02,43265.36,43302.59,43233.98,243.17,-0.0002
2021-11-23,43255.14,43260.13,43285.89,43234.57,217.97,-0.0003
2021-11-22,43266.27,43199.27,43290.20,43199.27,433.59,0.0016
2021-11-19,43199.27,43285.97,43288.25,43150.47,199.52,-0.0020
2021-11-18,43285.97,43355.54,43362.77,43285.03,209.64,-0.0015
2021-11-17,43349.90,43444.20,43495.91,43346.72,264.79,-0.0024
2021-11-16,43455.82,43230.34,43469.31,43175.64,423.82,0.0052
2021-11-15,43230.34,43253.01,43298.86,43176.42,293.43,-0.0005
2021-11-12,43253.01,43549.28,43616.34,43247.79,314.85,-0.0082
2021-11-11,43609.06,43707.30,43709.28,43589.26,161.30,-0.0022
2021-11-10,43707.30,43730.55,44068.70,43685.97,270.68,-0.0005
2021-11-09,43730.55,43246.87,43895.46,43245.14,280.70,0.0112
2021-11-08,43246.87,42013.72,43246.87,41976.30,443.60,0.0293
2021-11-05,42014.50,41943.83,42014.50,41943.83,277.04,0.0017
2021-11-04,41943.83,41975.45,41985.99,41930.73,160.88,-0.0008
2021-11-03,41975.45,42013.39,42042.45,41964.97,292.94,-0.0009
2021-11-02,42013.39,41977.10,42151.04,41969.42,318.91,0.0009
2021-11-01,41976.79,42038.60,42047.50,41976.79,377.93,-0.0015
2021-10-29,42038.60,41961.14,42054.18,41950.82,334.74,0.0018
2021-10-28,41961.14,41779.27,41975.68,41778.54,558.89,0.0041
2021-10-27,41790.26,41814.94,41814.94,41766.41,284.60,-0.0006
2021-10-26,41814.94,41814.74,41856.59,41744.38,348.33,0.0000
2021-10-25,41814.74,41763.26,41868.43,41738.33,674.50,0.0012
2021-10-22,41763.26,41704.11,41770.57,41691.69,510.18,0.0014
2021-10-21,41704.11,41249.71,41744.32,41230.41,216.18,0.0110
2021-10-20,41249.71,41144.67,41278.17,41083.89,499.51,0.0026
2021-10-18,41144.67,41438.15,41438.93,41125.06,338.72,-0.0071
2021-10-15,41438.15,41129.98,41438.15,41023.53,728.96,0.0075
2021-10-14,41129.98,41051.19,41144.99,41041.35,908.05,0.0019
2021-10-13,41051.19,40896.96,41072.67,40896.96,446.17,0.0038
2021-10-12,40897.19,40714.00,40914.83,40714.00,563.88,0.0045
2021-10-11,40714.22,40868.36,40877.68,40596.68,191.25,-0.0038
2021-10-08,40868.36,40829.15,40884.80,40808.72,331.04,0.0010
2021-10-07,40829.15,40820.31,40842.93,40764.21,339.29,0.0016
2021-10-06,40765.20,40716.66,40883.39,40716.66,400.64,0.0012
2021-10-05,40716.66,40243.05,40722.95,40241.49,432.99,0.0118
2021-10-04,40243.05,40221.17,40266.46,40221.17,202.35,0.0005
2021-09-30,40221.17,39590.91,40221.17,39073.90,282.81,0.0159
2021-09-29,39592.29,38858.99,39592.29,38854.32,474.37,0.0189
2021-09-28,38858.99,38864.33,38864.56,38841.84,526.30,-0.0001
2021-09-27,38864.33,38962.28,38965.30,38511.97,139.42,-0.0025
2021-09-24,38962.28,38874.69,38962.28,38832.05,633.52,0.0023
2021-09-23,38874.13,38852.69,38889.58,38848.18,125.80,0.0006
2021-09-22,38852.69,38873.85,38874.92,38846.86,155.38,-0.0005
2021-09-21,38873.85,38906.42,38906.82,38849.57,184.44,-0.0008
2021-09-20,38906.42,38943.87,38961.46,38900.92,181.95,-0.0010
2021-09-17,38943.87,38911.31,38943.87,38873.71,155.10,0.0008
2021-09-16,38911.31,38968.34,38968.34,38908.10,130.18,-0.0015
2021-09-15,38968.34,38920.50,38968.34,38858.01,141.37,0.0012
2021-09-14,38920.50,38915.62,38936.99,38897.68,228.48,0.0001
2021-09-13,38915.62,38921.78,38943.24,38911.36,201.10,-0.0002
2021-09-10,38921.78,39201.33,39201.33,38887.11,154.56,-0.0071
2021-09-09,39201.33,39204.52,39216.34,39177.84,350.50,-0.0001
2021-09-08,39204.52,39251.29,39258.21,39195.82,354.05,-0.0012
2021-09-07,39251.29,39252.89,39273.75,39241.54,355.94,0.0000
2021-09-06,39252.98,39261.01,39290.84,39237.81,210.95,-0.0002
2021-09-03,39261.01,39252.19,39261.01,39220.04,180.29,0.0002
2021-09-02,39252.19,39184.18,39252.19,39158.88,262.14,0.0017
2021-09-01,39184.22,39220.18,39233.36,39170.92,169.30,-0.0009
2021-08-31,39219.61,39326.67,39334.88,39204.49,425.66,-0.0027
2021-08-30,39326.67,39485.65,39534.81,39294.21,301.01,-0.0040
2021-08-27,39485.65,39477.41,39511.75,39462.40,232.85,0.0002
2021-08-26,39477.18,39449.82,39482.35,39449.82,186.32,0.0007
2021-08-25,39450.00,39460.90,39481.65,39438.30,197.40,-0.0003
2021-08-24,39460.68,39434.69,39466.71,39429.68,196.81,0.0007
2021-08-23,39434.69,39483.15,39494.93,39424.95,210.93,-0.0012
2021-08-20,39483.08,39666.88,39678.04,39472.65,280.57,-0.0047
2021-08-19,39670.29,39539.65,39670.29,39462.39,201.84,0.0032
2021-08-18,39545.67,39550.36,39550.38,39538.29,132.08,-0.0001
2021-08-17,39550.36,39505.40,39550.36,39257.85,110.77,0.0011
2021-08-16,39508.41,39522.34,39524.53,39474.46,141.24,-0.0006
2021-08-13,39533.97,39490.06,39534.46,39489.70,188.74,0.0011
2021-08-12,39490.06,39448.46,39582.30,39356.59,570.20,0.0011
2021-08-11,39448.46,39176.62,39451.50,39176.62,181.40,0.0069
2021-08-10,39176.62,38565.04,39198.50,38544.57,224.56,0.0158
2021-08-09,38567.26,38810.75,38837.34,38551.25,194.95,-0.0063
2021-08-06,38811.11,38803.85,38894.87,38803.85,167.68,0.0002
2021-08-05,38801.51,38927.83,38950.74,38797.27,139.78,-0.0032
2021-08-04,38927.83,38917.99,38931.12,38894.15,206.26,0.0003
2021-08-03,38917.99,38604.72,38927.75,38604.72,231.42,0.0081
2021-08-02,38604.72,38547.08,38658.71,38532.78,244.28,0.0015
2021-07-30,38547.08,38484.82,38560.99,38484.59,387.13,0.0016
2021-07-29,38484.82,38791.03,38791.03,38356.43,259.97,-0.0079
2021-07-28,38791.03,38813.36,38829.61,38788.73,237.45,-0.0003
2021-07-27,38802.15,38849.08,38882.79,38794.38,243.07,-0.0012
2021-07-26,38849.08,38667.90,38852.10,38662.82,246.50,0.0047
2021-07-23,38667.90,38585.52,38667.90,38578.85,230.25,0.0021
2021-07-22,38585.52,37952.65,38597.88,37933.38,203.11,0.0167
2021-07-19,37952.65,37947.18,37953.35,37912.50,462.79,0.0001
2021-07-16,37947.18,37868.05,37954.67,37868.05,266.75,0.0021
